BusinessArea;CompanyCode;Department;Division;Employee;Employee_Desc;Fulltime;FutureLeader;Gender;HasLeft;ImpactofLoss;Job_Desc;Location;Location_ID;Manager;Manager_Desc;Married;NewToPosition;PayGrade;Performance;Latitude;Longitude;StandardWeeklyHours;Workingdaysperweek;Salary_AVG_Var;Age;Seniority;Salary
Business Area C;NA Corp.;E183578;DIV02;E183578;KN, Jeanne;TRUE;TRUE;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;37.62;-122.38;40;5;-0.15;33;4;90861
Business Area C;NA Corp.;E192810;DIV02;E192810;Bolognese, Jinsung;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;39.87;-75.25;40;5;-0.06;26;3;99827
Business Area C;NA Corp.;E223604;DIV00;E223604;Tran, Andreas;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E217443;Buchholz, Ka-Lok;FALSE;FALSE;GR-9;Progressing;39.87;-75.25;40;5;-0.23;26;5;81497
Business Area C;NA Corp.;E226543;DIV02;E226543;Narayan, Kevin;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;-33.93;151.17;40;5;0.13;25;5;120018
Business Area C;NA Corp.;E230144;DIV03;E230144;Kohan, Khushi;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Successful;37.62;-122.38;40;5;0.87;29;3;198584
Business Area C;NA Corp.;E234467;DIV02;E234467;Ge, Kyoung;TRUE;TRUE;Female;n;medium impact;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;TRUE;GR-13;Satisfactory;37.62;-122.38;40;5;1.21;37;0;235058
Business Area C;NA Corp.;E239003;DIV05;E239003;Zhao, Titos;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-7;Insufficient;50.03;8.57;40;5;-0.56;41;5;46329
Business Area C;NA Corp.;E240919;DIV03;E240919;Kramer, Erica;TRUE;#;Female;y;Unassigned;Administrative Support;Mexico City;REG0002;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Successful;19.43;-99.08;40;5;0.35;43;5;172831
Business Area C;NA Corp.;E252718;DIV05;E252718;Hu, Ulrikaumeko;TRUE;TRUE;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E044139;Willig, Bernie;TRUE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;-0.03;33;3;102895
Business Area C;NA Corp.;E256505;DIV01;E256505;Doerr, Matthias;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.15;61;3;90539
Business Area C;NA Corp.;E264861;DIV03;E264861;Gans, Heiko;TRUE;#;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Progressing;37.62;-122.38;40;5;-0.24;61;5;97450
Business Area C;NA Corp.;E265658;DIV02;E265658;Tailor, Michael;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;37.62;-122.38;40;5;-0.23;28;3;82160
Business Area C;NA Corp.;E271718;DIV02;E271718;Liu, Ming;TRUE;TRUE;Female;n;medium impact;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;TRUE;GR-9;Extraordinary;39.87;-75.25;40;5;-0.2;39;5;84673
Business Area C;NA Corp.;E275852;DIV02;E275852;Jin, Moonjun;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Outstanding;39.87;-75.25;40;5;1.16;39;0;229407
Business Area C;NA Corp.;E278576;DIV03;E278576;Doerr, Narasimha;TRUE;#;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Extraordinary;37.62;-122.38;40;5;-0.24;27;4;80349
Business Area C;NA Corp.;E282234;DIV02;E282234;Chan, Yolande;TRUE;TRUE;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;-33.93;151.17;40;5;-0.2;31;4;85443
Business Area C;NA Corp.;E299238;DIV03;E299238;Habib, Paul;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E266882;Schilling, Corrina;TRUE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.37;47;0;67186
Business Area C;NA Corp.;E299667;DIV02;E299667;Stark, Timothy;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Successful;-33.93;151.17;40;5;-0.29;30;0;75369
Business Area C;Western EU SE;E002033;DIV03;E002033;Vashisht, Leia;TRUE;TRUE;Female;n;Unassigned;Administrative Support;Paris;France;E266882;Schilling, Corrina;TRUE;FALSE;GR-11;Insufficient;48.86;2.35;40;5;0.08;47;1;115000
Business Area C;Western EU SE;E003114;DIV03;E003114;Swan, Adam;TRUE;#;Male;n;very high impact;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;48.86;2.35;40;5;-0.22;61;1;82877
Business Area C;Western EU SE;E019691;DIV03;E019691;Bremerich, Alireza;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Successful;39.87;-75.25;40;5;0.61;39;5;171361
Business Area C;Western EU SE;E036686;DIV02;E036686;Furlan, Ashok;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Paris;France;E252825;Henkes, Marko;TRUE;FALSE;GR-11;Successful;48.86;2.35;40;5;-0.17;47;2;88377
Business Area C;Western EU SE;E036805;DIV03;E036805;Fancois, Ashutosh;TRUE;#;Male;n;very high impact;Administrative Support;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-10;Satisfactory;48.86;2.35;40;5;-0.39;47;2;65044
Business Area C;Western EU SE;E037981;DIV04;E037981;Doerr, Asif;TRUE;#;Male;n;very high impact;Administrative Support;Paris;France;E096889;Liu, Keri;FALSE;FALSE;GR-7;Satisfactory;48.86;2.35;40;5;-0.56;46;2;46529
Business Area C;Western EU SE;E062815;DIV03;E062815;Leung, Brian;TRUE;#;Female;y;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-6;Insufficient;50.03;8.57;40;5;-0.58;47;5;76954
Business Area C;Western EU SE;E063021;DIV02;E063021;Zou, Mata;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;0.01;47;2;107032
Business Area C;Western EU SE;E090736;DIV03;E090736;Vemuri, David;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Extraordinary;48.86;2.35;40;5;0.66;35;0;176001
Business Area C;Western EU SE;E091007;DIV03;E091007;Traver, David;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Successful;48.86;2.35;40;5;0.47;34;0;156163
Business Area C;Western EU SE;E107440;DIV09;E107440;Chen, Dong;TRUE;#;Male;n;Unassigned;Administrative Support;Bangalore;India;E300121;Lauzon, Charyl;TRUE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.57;47;5;45698
Business Area C;Western EU SE;E137375;DIV02;E137375;Marienfeld, Jedediah;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-8;Satisfactory;37.62;-122.38;40;5;-0.13;27;5;92784
Business Area C;Western EU SE;E158134;DIV02;E158134;Mark, Granthem;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Successful;50.03;8.57;40;5;1.75;42;5;292823
Business Area C;Western EU SE;E190410;DIV02;E190410;Debsi, Jie;TRUE;TRUE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-11;Satisfactory;37.62;-122.38;40;5;0.16;45;1;123445
Business Area C;Western EU SE;E225459;DIV03;E225459;Roy, Silvie;TRUE;#;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Outstanding;-33.93;151.17;40;5;-0.25;25;5;80021
Business Area C;Western EU SE;E238253;DIV03;E238253;Addanki, Pasquale;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;TRUE;FALSE;GR-16;Satisfactory;50.03;8.57;40;5;1.08;48;5;221400
Business Area C;Western EU SE;E248574;DIV03;E248574;Mammadov, Mala;TRUE;#;Female;n;very high impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-13;Outstanding;39.87;-75.25;40;5;0.55;34;3;165149
Business Area C;Western EU SE;E248894;DIV03;E248894;Lin, Mamoon;TRUE;#;Female;n;Unassigned;Administrative Support;Mexico City;REG0002;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Outstanding;19.43;-99.08;40;5;0.64;22;3;174345
Business Area C;Western EU SE;E296921;DIV03;E296921;Kapil, Patrick;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Satisfactory;39.87;-75.25;40;5;0.6;55;1;170582
Business Area C;Western EU SE;E297059;DIV09;E297059;Kadarusman, Patrick;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-6;Satisfactory;39.87;-75.25;40;5;-0.55;47;3;48147
Business Area D;LA Corp.;E025447;DIV03;E025447;Stergios, Andrew;TRUE;FALSE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;TRUE;GR-10;Satisfactory;37.62;-122.38;40;5;0.4;37;5;149331
Business Area D;LA Corp.;E034090;DIV03;E034090;Jung, Bertrand;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;TRUE;GR-16;Extraordinary;39.87;-75.25;40;5;0.16;61;1;123270
Business Area D;LA Corp.;E042444;DIV03;E042444;Zhu, Benny;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Successful;48.86;2.35;40;5;-0.17;36;2;88089
Business Area D;LA Corp.;E067594;DIV03;E067594;Sung, Chris;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Successful;48.86;2.35;40;5;-0.16;27;2;89235
Business Area D;LA Corp.;E069905;DIV02;E069905;Reese, Rowland;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;TRUE;FALSE;GR-9;Outstanding;-33.93;151.17;40;5;-0.2;29;2;84554
Business Area D;LA Corp.;E086814;DIV03;E086814;Montag, Christina;TRUE;#;Male;y;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;TRUE;TRUE;GR-12;Successful;48.86;2.35;40;5;0.37;51;5;174589
Business Area D;LA Corp.;E105464;DIV05;E105464;Deng, Don;TRUE;#;Male;n;Unassigned;Administrative Support;Bangalore;India;E044139;Willig, Bernie;TRUE;FALSE;H-1;Insufficient;13.2;77.71;40;5;0.79;61;0;238658
Business Area D;LA Corp.;E131916;DIV03;E131916;Tam-Huang, Geoff;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E266882;Schilling, Corrina;TRUE;TRUE;GR-9;Insufficient;39.87;-75.25;40;5;-0.31;31;5;73892
Business Area D;LA Corp.;E141972;DIV03;E141972;Hosang, Mohandas;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;TRUE;FALSE;GR-8;Satisfactory;50.03;8.57;40;5;-0.32;28;5;71893
Business Area D;LA Corp.;E146006;DIV03;E146006;Deng, Henry;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;TRUE;GR-9;Successful;39.87;-75.25;40;5;-0.11;25;5;94980
Business Area D;LA Corp.;E159119;DIV03;E159119;Lu, Lou;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E266882;Schilling, Corrina;FALSE;FALSE;GR-9;Satisfactory;37.62;-122.38;40;5;-0.19;42;5;85804
Business Area D;LA Corp.;E201940;DIV03;E201940;Chen, Dong;TRUE;#;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-12;Insufficient;37.62;-122.38;40;5;0.73;55;5;221242
Business Area D;LA Corp.;E205581;DIV02;E205581;Nigam, Johnson;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;TRUE;TRUE;GR-9;Insufficient;39.87;-75.25;40;5;-0.28;26;3;76590
Business Area D;LA Corp.;E223326;DIV09;E223326;von Haaren, Alexio;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;TRUE;GR-9;Insufficient;39.87;-75.25;40;5;-0.36;61;1;67825
Business Area D;LA Corp.;E242320;DIV03;E242320;Johnson, Erin;TRUE;TRUE;Female;y;Unassigned;Administrative Support;Mexico City;REG0002;E237930;Alpizar, Josh;FALSE;TRUE;GR-12;Outstanding;19.43;-99.08;40;5;0.76;36;5;224722
Business Area D;LA Corp.;E254473;DIV03;E254473;Gholami, Matthew;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Satisfactory;37.62;-122.38;40;5;0.08;36;3;114661
Business Area D;LA Corp.;E277747;DIV02;E277747;Fenollosa, Narashimman;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-14;Successful;37.62;-122.38;40;5;2.04;38;4;322869
Business Area D;LA Corp.;E277846;DIV05;E277846;Esquivel, Gus;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;TRUE;GR-16;Satisfactory;50.03;8.57;40;5;0.62;37;4;171810
Business Area D;LA Corp.;E282189;DIV03;E282189;Chaudhary, Natascha;TRUE;FALSE;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Successful;37.62;-122.38;40;5;1.26;29;1;239986
Business Area D;Western EU SE;E000245;DIV03;E000245;Zhang, Aakash;TRUE;#;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E266882;Schilling, Corrina;FALSE;FALSE;GR-7;Insufficient;39.87;-75.25;40;5;-0.55;63;1;47482
Business Area D;Western EU SE;E013296;DIV09;E013296;Jarrar, Alex;TRUE;#;Male;n;very high impact;Administrative Support;Paris;France;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Outstanding;48.86;2.35;40;5;-0.34;37;1;69747
Business Area D;Western EU SE;E015365;DIV02;E015365;Hiew, Alexander;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;TRUE;FALSE;GR-7;Insufficient;50.03;8.57;40;5;-0.35;61;1;68932
Business Area D;Western EU SE;E017164;DIV09;E017164;Fei, Emilie;TRUE;FALSE;Female;n;very high impact;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.26;39;1;78467
Business Area D;Western EU SE;E021407;DIV04;E021407;Zhan, Andong;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E096889;Liu, Keri;FALSE;FALSE;GR-11;Satisfactory;-33.93;151.17;40;5;-0.2;63;5;85178
Business Area D;Western EU SE;E026335;DIV02;E026335;Segal, Andy;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-11;Successful;48.86;2.35;40;5;-0.21;51;5;84222
Business Area D;Western EU SE;E039897;DIV03;E039897;Chan, Bastian;TRUE;#;Male;n;Unassigned;Administrative Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Insufficient;13.2;77.71;40;5;-0.67;58;2;34570
Business Area D;Western EU SE;E047301;DIV03;E047301;Schneider, Bob;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Insufficient;48.86;2.35;40;5;0.01;45;2;107079
Business Area D;Western EU SE;E049972;DIV02;E049972;Nam, Brett;TRUE;FALSE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;0.13;28;2;119664
Business Area D;Western EU SE;E059034;DIV02;E059034;Dunn, Peter;TRUE;#;Male;n;very high impact;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Extraordinary;37.62;-122.38;40;5;0.22;33;2;129457
Business Area D;Western EU SE;E063477;DIV05;E063477;Kapil, Britany;TRUE;#;Male;y;Unassigned;Administrative Support;Frankfurt;Germany;E044139;Willig, Bernie;TRUE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.41;46;5;75284
Business Area D;Western EU SE;E071573;DIV02;E071573;Neo, Christopher;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Successful;-33.93;151.17;40;5;-0.2;34;0;84843
Business Area D;Western EU SE;E074234;DIV09;E074234;Liu, Edlin;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E300121;Lauzon, Charyl;TRUE;FALSE;GR-7;Satisfactory;-33.93;151.17;40;5;-0.21;27;2;84504
Business Area D;Western EU SE;E100470;DIV05;E100470;Jin, Derrick;TRUE;#;Male;n;Unassigned;Administrative Support;Bangalore;India;E044139;Willig, Bernie;FALSE;FALSE;GR-6;Successful;13.2;77.71;40;5;-0.81;61;0;19926
Business Area D;Western EU SE;E122701;DIV03;E122701;Hosang, Jonathan;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Progressing;39.87;-75.25;40;5;-0.09;34;5;97208
Business Area D;Western EU SE;E124453;DIV03;E124453;Deng, Matthiew;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-7;Successful;39.87;-75.25;40;5;-0.3;42;0;74443
Business Area D;Western EU SE;E132879;DIV03;E132879;Schmitt, Gihyun;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E266882;Schilling, Corrina;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.33;27;5;71516
Business Area D;Western EU SE;E169357;DIV02;E169357;Camoras, James;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Satisfactory;37.62;-122.38;40;5;1.36;47;5;250735
Business Area D;Western EU SE;E172739;DIV02;E172739;Xu, Jan;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Progressing;50.03;8.57;40;5;-0.34;36;1;69986
Business Area D;Western EU SE;E175290;DIV02;E175290;Julia, Derek;TRUE;FALSE;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;37.62;-122.38;40;5;-0.2;33;5;101552
Business Area D;Western EU SE;E181587;DIV02;E181587;MacAulay, Cristobal;TRUE;TRUE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Outstanding;37.62;-122.38;40;5;0.93;55;4;204896
Business Area D;Western EU SE;E208227;DIV09;E208227;Liao, Molli;TRUE;#;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E300121;Lauzon, Charyl;FALSE;FALSE;GR-7;Progressing;-33.93;151.17;40;5;-0.34;47;3;70483
Business Area D;Western EU SE;E213258;DIV07;E213258;Han, Juergen;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E154464;Simpson, Hyunwoo;TRUE;FALSE;GR-7;Satisfactory;39.87;-75.25;40;5;-0.54;37;1;49385
Business Area D;Western EU SE;E215816;DIV03;E215816;Ding, Loydie;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Successful;39.87;-75.25;40;5;0.23;27;1;130828
Business Area D;Western EU SE;E216531;DIV02;E216531;Chu-Chong, Ka;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-6;Progressing;39.87;-75.25;40;5;-0.72;23;1;30158
Business Area D;Western EU SE;E218667;DIV03;E218667;Astito, Karl;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Progressing;39.87;-75.25;40;5;-0.11;47;0;94877
Business Area D;Western EU SE;E235176;DIV03;E235176;Ong, Eric;TRUE;TRUE;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Progressing;37.62;-122.38;40;5;0.53;43;5;195580
Business Area D;Western EU SE;E250629;DIV02;E250629;Zhao, Frank;TRUE;#;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;37.62;-122.38;40;5;-0.22;36;5;99835
Business Area D;Western EU SE;E258739;DIV02;E258739;Chaudhary, Mehrnoosh;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;TRUE;FALSE;GR-10;Satisfactory;39.87;-75.25;40;5;0.26;57;1;134306
Business Area D;Western EU SE;E261405;DIV02;E261405;Ancelin, Michael;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Outstanding;39.87;-75.25;40;5;0.89;54;3;200954
Business Area D;Western EU SE;E269226;DIV02;E269226;Penner, Michelle;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;TRUE;FALSE;GR-13;Outstanding;39.87;-75.25;40;5;0.63;54;0;173767
Business Area D;Western EU SE;E274811;DIV02;E274811;Kandagatla, Fawn;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;TRUE;FALSE;GR-7;Satisfactory;39.87;-75.25;40;5;-0.3;43;5;73964
Business Area D;Western EU SE;E276524;DIV02;E276524;Henkes, Aidan;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Successful;39.87;-75.25;40;5;-0.24;33;5;80745
Business Area D;Western EU SE;E281696;DIV03;E281696;Cheng, Nobie;TRUE;#;Male;n;Unassigned;Administrative Support;Vancouver;REG0005;E237930;Alpizar, Josh;TRUE;FALSE;GR-12;Insufficient;49.18;-123.18;40;5;1.04;46;4;217219
Business Area D;Western EU SE;E292560;DIV02;E292560;Patel, Oliver;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Satisfactory;37.62;-122.38;40;5;-0.15;32;0;90493
Business Area D;Western EU SE;E293618;DIV02;E293618;Shi, Jason;TRUE;FALSE;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;37.62;-122.38;40;5;-0.15;37;5;101165
Business Area D;Western EU SE;E293858;DIV02;E293858;Marienfeld, Parry;TRUE;#;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Outstanding;37.62;-122.38;40;5;-0.54;36;4;48764
Business Area D;Western EU SE;E297819;DIV03;E297819;Huynh, Chelsea;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-6;Insufficient;39.87;-75.25;40;5;-0.72;33;1;29332
Business Area A;NA Corp.;E001747;DIV04;E001747;Wang, Ada;TRUE;#;Female;n;medium impact;Sales Support;Paris;France;E096889;Liu, Keri;TRUE;FALSE;GR-10;Insufficient;48.86;2.35;40;5;-0.29;52;1;76547
Business Area A;NA Corp.;E008072;DIV03;E008072;Ocariza, Afra;TRUE;TRUE;Female;n;medium impact;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;48.86;2.35;40;5;-0.24;37;0;81774
Business Area A;NA Corp.;E017429;DIV02;E017429;Ekeland, Kristi;TRUE;TRUE;Female;n;very high impact;Sales Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.38;34;1;66715
Business Area A;NA Corp.;E019045;DIV05;E019045;Chen, Kalinda;TRUE;#;Female;n;medium impact;Sales Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.33;55;1;71605
Business Area A;NA Corp.;E028929;DIV02;E028929;Petrie, Ricky;TRUE;TRUE;Male;n;medium impact;Sales Support;Paris;France;E252825;Henkes, Marko;TRUE;FALSE;GR-8;Progressing;48.86;2.35;40;5;-0.37;51;5;68164
Business Area A;NA Corp.;E030449;DIV03;E030449;Martyn, Basilio;TRUE;TRUE;Male;n;medium impact;Sales Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.3;61;5;74803
Business Area A;NA Corp.;E032265;DIV03;E032265;Lam, Anthony;TRUE;TRUE;Male;n;very high impact;Sales Support;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Progressing;48.86;2.35;40;5;-0.31;23;2;74715
Business Area A;NA Corp.;E035925;DIV03;E035925;Gong, Ashok;TRUE;#;Male;n;medium impact;Sales Support;Bangalore;India;E237930;Alpizar, Josh;TRUE;FALSE;GR-12;Satisfactory;13.2;77.71;40;5;-0.04;39;2;102734
Business Area A;NA Corp.;E038222;DIV02;E038222;Ding, Asif;TRUE;#;Male;n;medium impact;Sales Support;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;48.86;2.35;40;5;-0.24;61;0;81990
Business Area A;NA Corp.;E040731;DIV09;E040731;Carrothers, Ben;TRUE;#;Male;n;medium impact;Sales Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-12;Extraordinary;39.87;-75.25;40;5;-0.05;61;2;102418
Business Area A;NA Corp.;E049035;DIV03;E049035;Radulescu, Guillaume;TRUE;#;Male;n;very high impact;Sales Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Progressing;48.86;2.35;40;5;-0.16;52;2;90215
